,user,1,2,3,4,5,6,7,8,9,10
3455,0,Sid and Nancy (1986),Diner (1982),Monty Python's Life of Brian (1979),Mystery Train (1989),This Is Spinal Tap (1984),Being John Malkovich (1999),Producers% The (1968),Drugstore Cowboy (1989),Midnight in the Garden of Good and Evil (1997),
3456,0,Blade Runner (1982),Stargate (1994),Fifth Element% The (1997),Planet of the Apes (1968),Rocketeer% The (1991),Gattaca (1997),Escape from New York (1981),Close Encounters of the Third Kind (1977),Face/Off (1997),
3457,0,Life Is Beautiful (La Vita è bella) (1997),Nikita (La Femme Nikita) (1990),Election (1999),Some Folks Call It a Sling Blade (1993),Snow Falling on Cedars (1999),Waking Ned Devine (1998),Run Lola Run (Lola rennt) (1998),Elizabeth (1998),Chicken Run (2000),
3458,1,That Thing You Do! (1996),There's Something About Mary (1998),Addams Family% The (1991),White Men Can't Jump (1992),Wedding Singer% The (1998),Bulworth (1998),Adventures of Priscilla% Queen of the Desert% The (1994),To Die For (1995),William Shakespeare's Romeo and Juliet (1996),
3459,0,Galaxy Quest (1999),Matrix% The (1999),Ghost (1990),Back to the Future (1985),Shanghai Noon (2000),Chicken Run (2000),Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),Star Wars: Episode IV - A New Hope (1977),
3460,0,Star Wars: Episode VI - Return of the Jedi (1983),Usual Suspects% The (1995),Silence of the Lambs% The (1991),E.T. the Extra-Terrestrial (1982),Boat% The (Das Boot) (1981),Rear Window (1954),Planet of the Apes (1968),Blood Simple (1984),Nikita (La Femme Nikita) (1990),
3461,0,Aliens (1986),Matrix% The (1999),Ben-Hur (1959),Star Wars: Episode V - The Empire Strikes Back (1980),Adventures of Robin Hood% The (1938),Indiana Jones and the Last Crusade (1989),Back to the Future (1985),Predator (1987),Thelma & Louise (1991),
3462,1,Man on the Moon (1999),Blast from the Past (1999),Go (1999),Alice in Wonderland (1951),Babe: Pig in the City (1998),Red Violin% The (Le Violon rouge) (1998),Mask% The (1994),My Cousin Vinny (1992),Mystery Men (1999),
3463,0,Rocky (1976),Untouchables% The (1987),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode IV - A New Hope (1977),Godfather% The (1972),Die Hard (1988),Stand by Me (1986),Crimes and Misdemeanors (1989),Stop Making Sense (1984),
3464,1,Schindler's List (1993),Dolores Claiborne (1994),Donnie Brasco (1997),Absolute Power (1997),Some Folks Call It a Sling Blade (1993),Run Lola Run (Lola rennt) (1998),Professional% The (a.k.a. Leon: The Professional) (1994),Dick (1999),Toy Story 2 (1999),
3465,1,Raiders of the Lost Ark (1981),Lion King% The (1994),Star Wars: Episode VI - Return of the Jedi (1983),Blade Runner (1982),Abyss% The (1989),Iron Giant% The (1999),Tarzan (1999),Planet of the Apes (1968),E.T. the Extra-Terrestrial (1982),
3466,0,L.A. Confidential (1997),Insider% The (1999),Schindler's List (1993),Boogie Nights (1997),Sling Blade (1996),Sixth Sense% The (1999),Usual Suspects% The (1995),Reservoir Dogs (1992),Grifters% The (1990),
3467,0,Shakespeare in Love (1998),Silence of the Lambs% The (1991),Insider% The (1999),Life Is Beautiful (La Vita è bella) (1997),Sling Blade (1996),Player% The (1992),Hoop Dreams (1994),Run Lola Run (Lola rennt) (1998),Schindler's List (1993),
3468,0,On the Waterfront (1954),Graduate% The (1967),French Connection% The (1971),Hustler% The (1961),Lawrence of Arabia (1962),Shawshank Redemption% The (1994),Grifters% The (1990),Cape Fear (1962),Strangers on a Train (1951),
3469,1,Close Encounters of the Third Kind (1977),Mystery Science Theater 3000: The Movie (1996),Face/Off (1997),King Kong (1933),Sneakers (1992),Yellow Submarine (1968),F/X (1986),Steamboat Willie (1940),Song of the South (1946),
3470,1,Toy Story 2 (1999),Wallace & Gromit: The Best of Aardman Animation (1996),Babe (1995),Talented Mr. Ripley% The (1999),Forrest Gump (1994),Election (1999),Midnight in the Garden of Good and Evil (1997),Snow Falling on Cedars (1999),There's Something About Mary (1998),
3471,1,SLC Punk! (1998),Ed Wood (1994),Michael Collins (1996),Bug's Life% A (1998),Freeway (1996),Orgazmo (1997),Crying Game% The (1992),Dirty Work (1998),NeverEnding Story% The (1984),
3472,0,Aliens (1986),Raging Bull (1980),Raiders of the Lost Ark (1981),Back to the Future (1985),Jaws (1975),Boat% The (Das Boot) (1981),Citizen Kane (1941),Shawshank Redemption% The (1994),E.T. the Extra-Terrestrial (1982),
3473,0,Sixteen Candles (1984),Beetlejuice (1988),Heathers (1989),Working Girl (1988),Stand by Me (1986),Terms of Endearment (1983),Stripes (1981),Stand and Deliver (1987),Airplane! (1980),
3474,0,Close Encounters of the Third Kind (1977),Saving Private Ryan (1998),Blood Simple (1984),Devil in a Blue Dress (1995),Doors% The (1991),Star Wars: Episode VI - Return of the Jedi (1983),Brief Encounter (1946),Kingpin (1996),Grapes of Wrath% The (1940),
3475,1,Insider% The (1999),He Got Game (1998),Everest (1998),Blazing Saddles (1974),Gods Must Be Crazy% The (1980),Rushmore (1998),Patton (1970),Mallrats (1995),Star Wars: Episode I - The Phantom Menace (1999),
3476,1,Gothic (1986),Toxic Avenger% The (1985),Child's Play 3 (1992),To Kill a Mockingbird (1962),Terminator% The (1984),Gandhi (1982),Rosemary's Baby (1968),Shane (1953),Bride of Frankenstein (1935),
3477,0,Ever After: A Cinderella Story (1998),I.Q. (1994),Hope Floats (1998),All That Jazz (1979),Meet Joe Black (1998),Michael (1996),Jungle Book% The (1967),Butcher's Wife% The (1991),Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),
3478,0,Suspicion (1941),Shop Around the Corner% The (1940),Graduate% The (1967),Bell% Book and Candle (1958),On the Waterfront (1954),12 Angry Men (1957),Trouble with Harry% The (1955),Brief Encounter (1946),Quiet Man% The (1952),
3479,1,Rushmore (1998),Being John Malkovich (1999),Go (1999),Elizabeth (1998),Doors% The (1991),Man on the Moon (1999),Eyes Wide Shut (1999),Indiana Jones and the Last Crusade (1989),Powder (1995),
3480,0,Titanic (1997),Rob Roy (1995),Logan's Run (1976),Stargate (1994),Superman II (1980),Jurassic Park (1993),Raiders of the Lost Ark (1981),E.T. the Extra-Terrestrial (1982),Black Hole% The (1979),
3481,0,Pulp Fiction (1994),American Beauty (1999),Jaws (1975),Sling Blade (1996),Go (1999),To Kill a Mockingbird (1962),Lock% Stock & Two Smoking Barrels (1998),Raging Bull (1980),Boat% The (Das Boot) (1981),
3482,0,Insider% The (1999),Brazil (1985),Who Framed Roger Rabbit? (1988),Schindler's List (1993),Jaws (1975),Seven (Se7en) (1995),Saving Private Ryan (1998),GoodFellas (1990),Godfather: Part II% The (1974),
3483,1,Mummy% The (1999),Mr. Holland's Opus (1995),Shanghai Noon (2000),Network (1976),Of Mice and Men (1992),Easy Rider (1969),Backdraft (1991),Natural% The (1984),Searching for Bobby Fischer (1993),
3484,1,Total Recall (1990),Clockwork Orange% A (1971),Stand by Me (1986),Babe: Pig in the City (1998),Christmas Story% A (1983),This Is Spinal Tap (1984),Grand Day Out% A (1992),Splash (1984),Mask% The (1994),
3485,0,Last Emperor% The (1987),Killing Fields% The (1984),African Queen% The (1951),Schindler's List (1993),Apocalypse Now (1979),Vertigo (1958),Spartacus (1960),Fargo (1996),Doctor Zhivago (1965),
3486,1,Muppets From Space (1999),Pocahontas (1995),Bedknobs and Broomsticks (1971),Old Yeller (1957),Snow White and the Seven Dwarfs (1937),Iron Giant% The (1999),Song of the South (1946),Winnie the Pooh and the Blustery Day (1968),Pinocchio (1940),
3487,0,Godfather: Part II% The (1974),Waking Ned Devine (1998),Little Voice (1998),Thin Man% The (1934),Zero Effect (1998),Edward Scissorhands (1990),Shawshank Redemption% The (1994),Back to the Future (1985),Grifters% The (1990),
3488,0,Freejack (1992),Tank Girl (1995),Independence Day (ID4) (1996),Lost in Space (1998),Deep Impact (1998),Alien³ (1992),Wing Commander (1999),Soldier (1998),Demolition Man (1993),
3489,0,Christmas Story% A (1983),Blues Brothers% The (1980),Boys Don't Cry (1999),Man on the Moon (1999),Scrooged (1988),Fish Called Wanda% A (1988),Breakfast Club% The (1985),Little Shop of Horrors (1986),Rocky (1976),
3490,1,Player% The (1992),Sleeper (1973),Creature Comforts (1990),Godfather: Part II% The (1974),Jaws (1975),Silence of the Lambs% The (1991),Duck Soup (1933),One Flew Over the Cuckoo's Nest (1975),Princess Bride% The (1987),
3491,1,Something Wicked This Way Comes (1983),Re-Animator (1985),Insider% The (1999),Godfather: Part II% The (1974),Princess Bride% The (1987),Up in Smoke (1978),Dune (1984),Crying Game% The (1992),54 (1998),
3492,0,Monty Python and the Holy Grail (1974),Bride of Frankenstein (1935),Nosferatu (Nosferatu% eine Symphonie des Grauens) (1922),On the Town (1949),Bananas (1971),My Favorite Year (1982),Blazing Saddles (1974),Harold and Maude (1971),Ferris Bueller's Day Off (1986),
3493,0,Glory (1989),Princess Bride% The (1987),Blade Runner (1982),Rocky (1976),Wild Bunch% The (1969),Face/Off (1997),Cross of Iron (1977),Predator (1987),Once Upon a Time in the West (1969),
3494,0,South Park: Bigger% Longer and Uncut (1999),Clan of the Cave Bear% The (1986),Eyes Wide Shut (1999),Arlington Road (1999),Rushmore (1998),Instinct (1999),Powder (1995),Boys Don't Cry (1999),Office Space (1999),
3495,0,Bring It On (2000),Way of the Gun% The (2000),Saving Grace (2000),Requiem for a Dream (2000),Remember the Titans (2000),Original Kings of Comedy% The (2000),Wonder Boys (2000),Cruel Intentions (1999),Watcher% The (2000),
3496,0,Election (1999),Clerks (1994),Man on the Moon (1999),Wallace & Gromit: The Best of Aardman Animation (1996),Magnolia (1999),Trekkies (1997),Swingers (1996),Fight Club (1999),Dave (1993),
3497,0,Angela's Ashes (1999),Beach% The (2000),Ideal Husband% An (1999),African Queen% The (1951),Bringing Out the Dead (1999),Gone with the Wind (1939),Whole Nine Yards% The (2000),Mighty% The (1998),U-571 (2000),
3498,1,Dances with Wolves (1990),Primary Colors (1998),Some Folks Call It a Sling Blade (1993),Dead Man Walking (1995),Jerry Maguire (1996),Philadelphia (1993),Swing Kids (1993),Heat (1995),Insider% The (1999),
3499,1,Allan Quartermain and the Lost City of Gold (1987),Better Off Dead... (1985),Gung Ho (1986),Santa Claus: The Movie (1985),Hackers (1995),Young Sherlock Holmes (1985),Ruthless People (1986),Harry and the Hendersons (1987),Loaded Weapon 1 (1993),
3500,0,Ghostbusters (1984),2001: A Space Odyssey (1968),Star Wars: Episode VI - Return of the Jedi (1983),Wizard of Oz% The (1939),Young Frankenstein (1974),Butch Cassidy and the Sundance Kid (1969),When Harry Met Sally... (1989),Geronimo: An American Legend (1993),Good Morning% Vietnam (1987),
3501,1,Elizabeth (1998),Graduate% The (1967),Life Is Beautiful (La Vita è bella) (1997),Some Folks Call It a Sling Blade (1993),Taxi Driver (1976),L.A. Confidential (1997),Silence of the Lambs% The (1991),Insider% The (1999),Run Lola Run (Lola rennt) (1998),
3502,1,Silence of the Lambs% The (1991),Dead Man Walking (1995),Some Folks Call It a Sling Blade (1993),Hoop Dreams (1994),Three Kings (1999),Life Is Beautiful (La Vita è bella) (1997),Insider% The (1999),Run Lola Run (Lola rennt) (1998),Green Mile% The (1999),
3503,1,European Vacation (1985),Dragonheart (1996),Shanghai Noon (2000),Dark City (1998),Rob Roy (1995),Little Shop of Horrors (1986),Fargo (1996),Midnight Run (1988),Police Academy 2: Their First Assignment (1985),
3504,0,Big Kahuna% The (2000),Haunting% The (1999),East is East (1999),Snow Falling on Cedars (1999),American History X (1998),Eyes Wide Shut (1999),Clerks (1994),Croupier (1998),Gods and Monsters (1998),
3505,0,Third Man% The (1949),Key Largo (1948),Big Sleep% The (1946),Cold Comfort Farm (1995),Clockwork Orange% A (1971),Truth About Cats & Dogs% The (1996),Adventures of Priscilla% Queen of the Desert% The (1994),Strictly Ballroom (1992),Mission: Impossible 2 (2000),
3506,0,Silence of the Lambs% The (1991),L.A. Confidential (1997),Terminator% The (1984),Life Is Beautiful (La Vita è bella) (1997),Godfather: Part II% The (1974),Nikita (La Femme Nikita) (1990),Jaws (1975),Shakespeare in Love (1998),Glory (1989),
3507,1,Sixteen Candles (1984),Some Folks Call It a Sling Blade (1993),Hackers (1995),Mission: Impossible (1996),Player% The (1992),Searching for Bobby Fischer (1993),U2: Rattle and Hum (1988),Rudy (1993),Toy Story 2 (1999),
3508,0,Twelve Monkeys (1995),Star Wars: Episode I - The Phantom Menace (1999),Close Encounters of the Third Kind (1977),2001: A Space Odyssey (1968),Princess Bride% The (1987),Galaxy Quest (1999),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Brazil (1985),Raiders of the Lost Ark (1981),
3509,1,Patch Adams (1998),Die Hard (1988),Strange Days (1995),Galaxy Quest (1999),Sneakers (1992),Gattaca (1997),NeverEnding Story% The (1984),Babe: Pig in the City (1998),Alien: Resurrection (1997),
3510,1,Mars Attacks! (1996),Star Trek: Insurrection (1998),Babe: Pig in the City (1998),Rocketeer% The (1991),Clockwork Orange% A (1971),Sneakers (1992),Delicatessen (1991),Lost World: Jurassic Park% The (1997),Close Encounters of the Third Kind (1977),
3511,1,Hang 'em High (1967),Top Gun (1986),Highlander (1986),Nineteen Eighty-Four (1984),Willy Wonka and the Chocolate Factory (1971),Wizard of Oz% The (1939),Ladyhawke (1985),Heavy Metal (1981),Spy Who Loved Me% The (1977),
3512,1,Clockwork Orange% A (1971),Chicken Run (2000),Predator (1987),Galaxy Quest (1999),Planet of the Apes (1968),X-Files: Fight the Future% The (1998),Blues Brothers% The (1980),Goonies% The (1985),Hamlet (1996),
3513,1,Raising Arizona (1987),Lethal Weapon 4 (1998),Who Framed Roger Rabbit? (1988),Toy Story 2 (1999),F/X (1986),Braveheart (1995),Election (1999),Babe: Pig in the City (1998),Lock% Stock & Two Smoking Barrels (1998),
3514,0,Taxi Driver (1976),Wallace & Gromit: The Best of Aardman Animation (1996),Vertigo (1958),Kagemusha (1980),Graduate% The (1967),To Kill a Mockingbird (1962),Bicycle Thief% The (Ladri di biciclette) (1948),Girl% Interrupted (1999),Creature Comforts (1990),
3515,1,Some Folks Call It a Sling Blade (1993),African Queen% The (1951),American Beauty (1999),Pulp Fiction (1994),Schindler's List (1993),Green Mile% The (1999),Grifters% The (1990),Seven (Se7en) (1995),Taxi Driver (1976),
3516,0,Return to Oz (1985),Planet of the Apes (1968),Fly% The (1986),Escape from New York (1981),Independence Day (ID4) (1996),Shanghai Noon (2000),Willy Wonka and the Chocolate Factory (1971),Princess Mononoke% The (Mononoke Hime) (1997),Gone in 60 Seconds (2000),
3517,0,Stand by Me (1986),Indiana Jones and the Last Crusade (1989),Fish Called Wanda% A (1988),Risky Business (1983),Crocodile Dundee (1986),Christmas Story% A (1983),Jerk% The (1979),Labyrinth (1986),Pretty in Pink (1986),
3518,1,Defending Your Life (1991),Cyrano de Bergerac (1990),Shakespeare in Love (1998),This Is Spinal Tap (1984),To Die For (1995),Kolya (1996),Small Time Crooks (2000),L.A. Confidential (1997),Pleasantville (1998),
3519,1,Dave (1993),Mr. Saturday Night (1992),Emma (1996),Stripes (1981),Man Who Knew Too Little% The (1997),Horse Whisperer% The (1998),Terms of Endearment (1983),Man with Two Brains% The (1983),Rob Roy (1995),
3520,0,Bottle Rocket (1996),Me Myself I (2000),Blue Velvet (1986),Saving Grace (2000),Swimming with Sharks (1995),Space Cowboys (2000),Keeping the Faith (2000),Duets (2000),What Lies Beneath (2000),
3521,1,Say Anything... (1989),Night Shift (1982),Clockwork Orange% A (1971),Animal House (1978),12 Angry Men (1957),Great Dictator% The (1940),Thunderball (1965),Adventures of Robin Hood% The (1938),Duck Soup (1933),
3522,0,Princess Bride% The (1987),Jurassic Park (1993),Total Recall (1990),Alien (1979),Godfather% The (1972),Die Hard (1988),Fifth Element% The (1997),Arachnophobia (1990),Twelve Monkeys (1995),
3523,0,Godfather: Part II% The (1974),Clockwork Orange% A (1971),Green Mile% The (1999),Braveheart (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Star Wars: Episode I - The Phantom Menace (1999),Dead Man Walking (1995),E.T. the Extra-Terrestrial (1982),Some Folks Call It a Sling Blade (1993),
3524,0,Fight Club (1999),Stir of Echoes (1999),Messenger: The Story of Joan of Arc% The (1999),Out-of-Towners% The (1999),Bachelor% The (1999),20 Dates (1998),Man on the Moon (1999),Civil Action% A (1998),Pulp Fiction (1994),
3525,0,Titan A.E. (2000),Serial Mom (1994),Road Trip (2000),GoodFellas (1990),L.A. Confidential (1997),Patriot% The (2000),Romeo Must Die (2000),Haunting% The (1999),Whole Nine Yards% The (2000),
3526,1,River Runs Through It% A (1992),Insider% The (1999),Rudy (1993),Super Mario Bros. (1993),Three Musketeers% The (1993),Titan A.E. (2000),Gigi (1958),Ghost and the Darkness% The (1996),William Shakespeare's Romeo and Juliet (1996),
3527,1,Shaft (1971),Toy Story 2 (1999),Girl% Interrupted (1999),Air America (1990),G.I. Jane (1997),Coyote Ugly (2000),Days of Thunder (1990),Me% Myself and Irene (2000),Lethal Weapon 4 (1998),
3528,0,Nightmare on Elm Street 3: Dream Warriors% A (1987),Frankenstein (1931),Hello Mary Lou: Prom Night II (1987),Monkey Shines (1988),Gate% The (1987),Poltergeist III (1988),I Still Know What You Did Last Summer (1998),Cujo (1983),April Fool's Day (1986),
3529,0,Jurassic Park (1993),Planet of the Apes (1968),Pi (1998),Nineteen Eighty-Four (1984),Sneakers (1992),Lord of the Rings% The (1978),Armageddon (1998),Heavy Metal (1981),Barbarella (1968),
3530,0,Gone in 60 Seconds (2000),Big Momma's House (2000),What Lies Beneath (2000),Shaft (2000),Replacements% The (2000),Whipped (2000),Whole Nine Yards% The (2000),Loser (2000),Space Cowboys (2000),
3531,0,Dangerous Liaisons (1988),Who Framed Roger Rabbit? (1988),Say Anything... (1989),Saving Grace (2000),Tao of Steve% The (2000),Back to the Future (1985),Cell% The (2000),Small Time Crooks (2000),Jean de Florette (1986),
3532,1,Shawshank Redemption% The (1994),Big Lebowski% The (1998),Good Will Hunting (1997),Reservoir Dogs (1992),Being John Malkovich (1999),Hoop Dreams (1994),Grifters% The (1990),Sling Blade (1996),Talented Mr. Ripley% The (1999),
