,user,1,2,3,4,5,6
3201,0,Rob Roy (1995),Legends of the Fall (1994),Sinbad and the Eye of the Tiger (1977),Old Man and the Sea% The (1958),Sleeper (1973),Patton (1970)
3202,0,Patriot Games (1992),Meet Joe Black (1998),Total Recall (1990),Con Air (1997),Patriot% The (2000),Antz (1998)
3203,0,Small Time Crooks (2000),But I'm a Cheerleader (1999),Saving Grace (2000),Return to Me (2000),Dancer in the Dark (2000),Original Kings of Comedy% The (2000)
3204,0,Much Ado About Nothing (1993),Monty Python and the Holy Grail (1974),Young Frankenstein (1974),Stand by Me (1986),Ferris Bueller's Day Off (1986),Parenthood (1989)
3205,1,Starship Troopers (1997),Face/Off (1997),X-Files: Fight the Future% The (1998),Thelma & Louise (1991),Last of the Mohicans% The (1992),Much Ado About Nothing (1993)
3206,1,Rushmore (1998),Pushing Tin (1999),Big Daddy (1999),Detroit Rock City (1999),Red Violin% The (Le Violon rouge) (1998),Dick (1999)
3207,1,Toy Story 2 (1999),Election (1999),Henry: Portrait of a Serial Killer (1990),Nikita (La Femme Nikita) (1990),Run Lola Run (Lola rennt) (1998),There's Something About Mary (1998)
3208,1,Highlander (1986),F/X (1986),Stand by Me (1986),Jurassic Park (1993),Full Metal Jacket (1987),Rock% The (1996)
3209,0,Blade (1998),Big Hit% The (1998),Supercop (1992),Long Kiss Goodnight% The (1996),Arrival% The (1996),Hackers (1995)
3210,0,Sling Blade (1996),GoodFellas (1990),Clan of the Cave Bear% The (1986),Grifters% The (1990),Life Is Beautiful (La Vita è bella) (1997),Touch of Evil (1958)
3211,0,Being John Malkovich (1999),Badlands (1973),Graduate% The (1967),To Kill a Mockingbird (1962),GoodFellas (1990),Being There (1979)
3212,0,Babe (1995),When Harry Met Sally... (1989),Life Is Beautiful (La Vita è bella) (1997),Rushmore (1998),Being John Malkovich (1999),Fish Called Wanda% A (1988)
3213,1,Babe (1995),GoodFellas (1990),Clueless (1995),Dead Man Walking (1995),Run Lola Run (Lola rennt) (1998),Jerry Maguire (1996)
3214,0,Blue Velvet (1986),Nights of Cabiria (Le Notti di Cabiria) (1957),Bicycle Thief% The (Ladri di biciclette) (1948),Room with a View% A (1986),Henry V (1989),Two Women (La Ciociara) (1961)
3215,0,Talented Mr. Ripley% The (1999),Private Parts (1997),Toy Story 2 (1999),Commitments% The (1991),Being John Malkovich (1999),Snow Falling on Cedars (1999)
3216,1,Babe (1995),Schindler's List (1993),Dune (1984),Wayne's World (1992),X-Files: Fight the Future% The (1998),Hudsucker Proxy% The (1994)
3217,1,Antz (1998),Hercules (1997),Hope Floats (1998),I.Q. (1994),Emma (1996),Secret of NIMH% The (1982)
3218,0,South Park: Bigger% Longer and Uncut (1999),Red Violin% The (Le Violon rouge) (1998),Snow Falling on Cedars (1999),Romy and Michele's High School Reunion (1997),Dick (1999),Talented Mr. Ripley% The (1999)
3219,1,Detroit Rock City (1999),Doors% The (1991),54 (1998),Rules of Engagement (2000),Nutty Professor II: The Klumps (2000),Loser (2000)
3220,0,Vertigo (1958),Annie Hall (1977),Casablanca (1942),Dog Day Afternoon (1975),In the Heat of the Night (1967),Hustler% The (1961)
3221,0,Maverick (1994),Speed (1994),Blade Runner (1982),Star Wars: Episode VI - Return of the Jedi (1983),Eraser (1996),Breakdown (1997)
3222,0,Green Mile% The (1999),Butch Cassidy and the Sundance Kid (1969),Silence of the Lambs% The (1991),American Beauty (1999),Thelma & Louise (1991),Gladiator (2000)
3223,0,Bringing Out the Dead (1999),Blair Witch Project% The (1999),Dick (1999),Detroit Rock City (1999),54 (1998),Erin Brockovich (2000)
3224,0,Much Ado About Nothing (1993),Prizzi's Honor (1985),Rounders (1998),Shadowlands (1993),Predator (1987),Braveheart (1995)
3225,0,Ed Wood (1994),Crimes and Misdemeanors (1989),Life Is Beautiful (La Vita è bella) (1997),Toy Story 2 (1999),Monty Python's Life of Brian (1979),Do the Right Thing (1989)
3226,1,Princess Bride% The (1987),E.T. the Extra-Terrestrial (1982),Raising Arizona (1987),Shakespeare in Love (1998),French Connection% The (1971),Thin Blue Line% The (1988)
3227,1,Ref% The (1994),Braveheart (1995),Waking Ned Devine (1998),To Die For (1995),Dead Man Walking (1995),Toy Story 2 (1999)
3228,0,Rocky (1976),Die Hard 2 (1990),Get Shorty (1995),Heat (1995),Independence Day (ID4) (1996),Back to the Future (1985)
3229,1,Silence of the Lambs% The (1991),Chicken Run (2000),Snow Falling on Cedars (1999),Elizabeth (1998),Boys Don't Cry (1999),Red Violin% The (Le Violon rouge) (1998)
3230,1,Fifth Element% The (1997),Star Trek: Insurrection (1998),Iron Giant% The (1999),Aliens (1986),Star Wars: Episode V - The Empire Strikes Back (1980),Usual Suspects% The (1995)
3231,0,Godfather: Part II% The (1974),Midnight Run (1988),Who Framed Roger Rabbit? (1988),Dances with Wolves (1990),Aliens (1986),Matrix% The (1999)
3232,1,Babe: Pig in the City (1998),Slums of Beverly Hills% The (1998),Election (1999),There's Something About Mary (1998),Happy% Texas (1999),Austin Powers: International Man of Mystery (1997)
3233,0,Grifters% The (1990),Run Lola Run (Lola rennt) (1998),Sling Blade (1996),Ed Wood (1994),Hoop Dreams (1994),Life Is Beautiful (La Vita è bella) (1997)
3234,0,Seventh Seal% The (Sjunde inseglet% Det) (1957),Battleship Potemkin% The (Bronenosets Potyomkin) (1925),400 Blows% The (Les Quatre cents coups) (1959),Blue Angel% The (Blaue Engel% Der) (1930),Children of Paradise (Les enfants du paradis) (1945),To Kill a Mockingbird (1962)
3235,0,54 (1998),Doctor Dolittle (1998),10 Things I Hate About You (1999),Bringing Out the Dead (1999),She's All That (1999),Bachelor% The (1999)
3236,1,Airplane! (1980),Stand by Me (1986),Animal House (1978),Monty Python and the Holy Grail (1974),Beetlejuice (1988),Monty Python's Life of Brian (1979)
3237,1,Some Folks Call It a Sling Blade (1993),Love and Death (1975),Fargo (1996),Final Destination (2000),Elizabeth (1998),Shawshank Redemption% The (1994)
3238,0,Natural% The (1984),Hoosiers (1986),Blue Velvet (1986),My Left Foot (1989),Boat% The (Das Boot) (1981),Sid and Nancy (1986)
3239,0,Anna and the King (1999),Sabrina (1995),While You Were Sleeping (1995),Notting Hill (1999),Shawshank Redemption% The (1994),Phenomenon (1996)
3240,1,Go (1999),Run Lola Run (Lola rennt) (1998),Eyes Wide Shut (1999),Nikita (La Femme Nikita) (1990),Detroit Rock City (1999),Pushing Tin (1999)
3241,0,Love and Death (1975),Everything You Always Wanted to Know About Sex (1972),Bananas (1971),Tampopo (1986),G.I. Jane (1997),Being There (1979)
3242,0,Twister (1996),Midnight Run (1988),Fallen (1998),Mercury Rising (1998),Licence to Kill (1989),Star Trek V: The Final Frontier (1989)
3243,0,My Best Friend's Wedding (1997),Pitch Black (2000),2001: A Space Odyssey (1968),Backdraft (1991),Raising Arizona (1987),Fargo (1996)
3244,0,Hollow Man (2000),Gladiator (2000),What Lies Beneath (2000),Mission: Impossible 2 (2000),Road Trip (2000),Nutty Professor II: The Klumps (2000)
3245,0,28 Days (2000),Rules of Engagement (2000),Return to Me (2000),Flintstones in Viva Rock Vegas% The (2000),Hanging Up (2000),Whipped (2000)
3246,0,Soul Food (1997),Beloved (1998),Misérables% Les (1998),Suicide Kings (1997),Cop Land (1997),Little Women (1994)
3247,0,Lord of the Flies (1963),Top Gun (1986),Jewel of the Nile% The (1985),Young Sherlock Holmes (1985),Die Hard (1988),Blues Brothers% The (1980)
3248,0,L.A. Confidential (1997),One Flew Over the Cuckoo's Nest (1975),Sixth Sense% The (1999),Some Folks Call It a Sling Blade (1993),Sling Blade (1996),Hoop Dreams (1994)
3249,1,Talented Mr. Ripley% The (1999),Boys Don't Cry (1999),Red Violin% The (Le Violon rouge) (1998),Bringing Out the Dead (1999),Citizen Kane (1941),Graduate% The (1967)
3250,0,Life Is Beautiful (La Vita è bella) (1997),Reservoir Dogs (1992),Leaving Las Vegas (1995),Sixth Sense% The (1999),Insider% The (1999),Run Lola Run (Lola rennt) (1998)
3251,0,And Now for Something Completely Different (1971),American Graffiti (1973),Duck Soup (1933),Animal House (1978),Producers% The (1968),Bananas (1971)
3252,0,Messenger: The Story of Joan of Arc% The (1999),Bringing Out the Dead (1999),Snow Falling on Cedars (1999),Eyes Wide Shut (1999),Boys Don't Cry (1999),Bone Collector% The (1999)
3253,1,Life Is Beautiful (La Vita è bella) (1997),Lady Eve% The (1941),Silence of the Lambs% The (1991),Heavenly Creatures (1994),Lone Star (1996),Magnolia (1999)
3254,1,Wrong Trousers% The (1993),Close Shave% A (1995),Babe: Pig in the City (1998),Chicken Run (2000),Christmas Story% A (1983),Wallace & Gromit: The Best of Aardman Animation (1996)
3255,0,Shaft (2000),You've Got Mail (1998),Sleepless in Seattle (1993),While You Were Sleeping (1995),Great Expectations (1998),Big Momma's House (2000)
3256,0,Double Jeopardy (1999),Gladiator (2000),Eyes Wide Shut (1999),Arlington Road (1999),Back to the Future (1985),Stir of Echoes (1999)
3257,0,Back to the Future (1985),Jurassic Park (1993),Who Framed Roger Rabbit? (1988),Star Wars: Episode I - The Phantom Menace (1999),Snow Falling on Cedars (1999),X-Men (2000)
3258,0,Fish Called Wanda% A (1988),Witness (1985),Liberty Heights (1999),Prizzi's Honor (1985),Cinema Paradiso (1988),Raising Arizona (1987)
3259,1,Wizard of Oz% The (1939),Babe: Pig in the City (1998),Big (1988),Nikita (La Femme Nikita) (1990),GoodFellas (1990),Mariachi% El (1992)
3260,1,Blade Runner (1982),Insider% The (1999),Princess Bride% The (1987),Talented Mr. Ripley% The (1999),Jaws (1975),Run Lola Run (Lola rennt) (1998)
3261,1,Ref% The (1994),Election (1999),Gladiator (2000),Apostle% The (1997),Crimes and Misdemeanors (1989),Shall We Dance? (Shall We Dansu?) (1996)
3262,1,While You Were Sleeping (1995),Toy Story 2 (1999),Doctor Dolittle (1998),Erin Brockovich (2000),Michael (1996),Sabrina (1995)
3263,0,Kelly's Heroes (1970),Clear and Present Danger (1994),Pork Chop Hill (1959),Star Wars: Episode I - The Phantom Menace (1999),Indiana Jones and the Last Crusade (1989),Godfather% The (1972)
3264,0,Girl% Interrupted (1999),Angela's Ashes (1999),Beach% The (2000),Ninth Gate% The (2000),Romeo Must Die (2000),What Lies Beneath (2000)
3265,1,2001: A Space Odyssey (1968),Rocky Horror Picture Show% The (1975),Superman IV: The Quest for Peace (1987),Tank Girl (1995),Bodyguard% The (1992),Buffy the Vampire Slayer (1992)
3266,0,Pulp Fiction (1994),Keeping the Faith (2000),Star Wars: Episode IV - A New Hope (1977),Cell% The (2000),Sling Blade (1996),Straight Story% The (1999)
3267,1,Go (1999),Dick (1999),Defending Your Life (1991),Chicken Run (2000),Run Lola Run (Lola rennt) (1998),Dogma (1999)
3268,0,Star Wars: Episode VI - Return of the Jedi (1983),Wizard of Oz% The (1939),Stand by Me (1986),Run Lola Run (Lola rennt) (1998),Terminator% The (1984),Big Lebowski% The (1998)
3269,1,Run Lola Run (Lola rennt) (1998),GoodFellas (1990),Sixth Sense% The (1999),Babe (1995),Mission to Mars (2000),Perfect Storm% The (2000)
3270,1,Godfather: Part II% The (1974),Rocky (1976),Chinatown (1974),Close Encounters of the Third Kind (1977),Midnight Run (1988),Saving Private Ryan (1998)
3271,0,Life Is Beautiful (La Vita è bella) (1997),Godfather: Part II% The (1974),Boogie Nights (1997),Saving Private Ryan (1998),You've Got Mail (1998),Prince of Tides% The (1991)
3272,1,Truth About Cats & Dogs% The (1996),Weird Science (1985),Anna and the King (1999),Awakenings (1990),Insider% The (1999),Twelve Monkeys (1995)
3273,0,GoodFellas (1990),Fargo (1996),Silence of the Lambs% The (1991),Usual Suspects% The (1995),Schindler's List (1993),Sling Blade (1996)
3274,1,Escape from L.A. (1996),Young Sherlock Holmes (1985),Fifth Element% The (1997),Flight of the Navigator (1986),Robocop (1987),Repo Man (1984)
3275,0,Who Framed Roger Rabbit? (1988),Shining% The (1980),Shakespeare in Love (1998),Birds% The (1963),Sixth Sense% The (1999),Duck Soup (1933)
3276,1,Fargo (1996),Pulp Fiction (1994),Sling Blade (1996),Reservoir Dogs (1992),Saving Private Ryan (1998),Hoop Dreams (1994)
3277,1,Boogie Nights (1997),Some Folks Call It a Sling Blade (1993),Dead Man Walking (1995),Babe (1995),Insider% The (1999),Grifters% The (1990)
3278,0,My Man Godfrey (1957),Gay Divorcee% The (1934),Great Dictator% The (1940),Arsenic and Old Lace (1944),Brief Encounter (1946),General% The (1927)
3279,0,Adventures of Robin Hood% The (1938),Star Wars: Episode VI - Return of the Jedi (1983),Sneakers (1992),Star Wars: Episode I - The Phantom Menace (1999),Braveheart (1995),Die Hard (1988)
3280,1,Primary Colors (1998),Shakespeare in Love (1998),Apollo 13 (1995),Man Who Knew Too Little% The (1997),Ruthless People (1986),Color of Money% The (1986)
3281,1,Predator (1987),Fifth Element% The (1997),Galaxy Quest (1999),Godfather: Part III% The (1990),Mad Max (1979),Glory (1989)
3282,0,Arsenic and Old Lace (1944),Philadelphia Story% The (1940),Roman Holiday (1953),Grapes of Wrath% The (1940),To Kill a Mockingbird (1962),12 Angry Men (1957)
3283,0,Repo Man (1984),Jurassic Park (1993),Star Trek: The Wrath of Khan (1982),Mad Max (1979),My Science Project (1985),Barb Wire (1996)
3284,0,Saving Private Ryan (1998),Pulp Fiction (1994),Sling Blade (1996),Life Is Beautiful (La Vita è bella) (1997),Sixth Sense% The (1999),GoodFellas (1990)
3285,1,Arachnophobia (1990),Thelma & Louise (1991),Addams Family Values (1993),Mariachi% El (1992),Hand That Rocks the Cradle% The (1992),Sister Act (1992)
3286,0,Evita (1996),Romeo and Juliet (1968),Singin' in the Rain (1952),Little Mermaid% The (1989),All That Jazz (1979),South Pacific (1958)
3287,0,In the Heat of the Night (1967),Graduate% The (1967),Breaking Away (1979),Casablanca (1942),Five Easy Pieces (1970),Hustler% The (1961)
3288,0,Princess Bride% The (1987),Fargo (1996),Sixth Sense% The (1999),Back to the Future (1985),L.A. Confidential (1997),Indiana Jones and the Last Crusade (1989)
3289,0,Where Eagles Dare (1969),Boat% The (Das Boot) (1981),Blade Runner (1982),Adventures of Robin Hood% The (1938),Doctor Zhivago (1965),Tora! Tora! Tora! (1970)
3290,0,I Saw What You Did (1965),Big Daddy (1999),Snow Falling on Cedars (1999),Powder (1995),White Squall (1996),Doors% The (1991)
3291,0,Shawshank Redemption% The (1994),Vanya on 42nd Street (1994),Fargo (1996),Pulp Fiction (1994),Central Station (Central do Brasil) (1998),Sling Blade (1996)
3292,1,Stand and Deliver (1987),Raiders of the Lost Ark (1981),Kramer Vs. Kramer (1979),Repo Man (1984),Last Temptation of Christ% The (1988),Tampopo (1986)
3293,0,Dances with Wolves (1990),Talented Mr. Ripley% The (1999),Gun Shy (2000),Shaft (1971),Days of Thunder (1990),Play it to the Bone (1999)
3294,0,Suicide Kings (1997),Carlito's Way (1993),2 Days in the Valley (1996),American Beauty (1999),Lock% Stock & Two Smoking Barrels (1998),Simple Plan% A (1998)
3295,0,Drop Dead Gorgeous (1999),Snow Falling on Cedars (1999),Brokedown Palace (1999),Story of Us% The (1999),Stigmata (1999),Powder (1995)
3296,0,Eyes Wide Shut (1999),Pushing Tin (1999),Dick (1999),Lake Placid (1999),Cruel Intentions (1999),Election (1999)
3297,1,Snow Falling on Cedars (1999),Pitch Black (2000),Perfect Storm% The (2000),Galaxy Quest (1999),Mission to Mars (2000),River Runs Through It% A (1992)
3298,0,Clerks (1994),Eyes Wide Shut (1999),Rushmore (1998),Elizabeth (1998),Office Space (1999),10 Things I Hate About You (1999)
3299,0,In the Company of Men (1997),Three Colors: Red (1994),Ruby in Paradise (1993),Shine (1996),Airplane! (1980),Gods Must Be Crazy% The (1980)
3300,0,Freeway (1996),Manon of the Spring (Manon des sources) (1986),Thing% The (1982),Birdy (1984),Silence of the Lambs% The (1991),Diva (1981)
3301,1,Insider% The (1999),Some Folks Call It a Sling Blade (1993),Vanya on 42nd Street (1994),East is East (1999),Living in Oblivion (1995),Birds% The (1963)
3302,0,Nikita (La Femme Nikita) (1990),Being John Malkovich (1999),Insider% The (1999),Saving Private Ryan (1998),Run Lola Run (Lola rennt) (1998),Dead Man Walking (1995)
3303,0,Animal House (1978),Producers% The (1968),M*A*S*H (1970),Monty Python's Life of Brian (1979),And Now for Something Completely Different (1971),Monty Python and the Holy Grail (1974)
3304,0,GoodFellas (1990),Schindler's List (1993),Yellow Submarine (1968),Evita (1996),Seven (Se7en) (1995),12 Angry Men (1957)
3305,0,Indochine (1992),Piano% The (1993),Pulp Fiction (1994),Limey% The (1999),Straight Story% The (1999),Sling Blade (1996)
3306,1,Manchurian Candidate% The (1962),Wizard of Oz% The (1939),Patton (1970),Great Escape% The (1963),Apocalypse Now (1979),Deliverance (1972)
3307,0,Absolute Power (1997),Drowning Mona (2000),Devil's Advocate% The (1997),White Squall (1996),Palmetto (1998),Girl% Interrupted (1999)
3308,1,Notting Hill (1999),'burbs% The (1989),Action Jackson (1988),Song of the South (1946),Steamboat Willie (1940),Untouchables% The (1987)
3309,1,Who Framed Roger Rabbit? (1988),Christmas Story% A (1983),Risky Business (1983),Splash (1984),This Is Spinal Tap (1984),Toy Story 2 (1999)
3310,0,Dead Man Walking (1995),Green Mile% The (1999),Everything You Always Wanted to Know About Sex (1972),Reservoir Dogs (1992),Talented Mr. Ripley% The (1999),Being John Malkovich (1999)
3311,1,Excalibur (1981),Pretty in Pink (1986),Executive Decision (1996),In the Line of Fire (1993),Thing% The (1982),Hard Target (1993)
3312,1,October Sky (1999),Fierce Creatures (1997),L.A. Confidential (1997),Game% The (1997),Bulworth (1998),Doctor Dolittle (1998)
3313,1,Strange Days (1995),Mission: Impossible 2 (2000),Time Bandits (1981),Clockwork Orange% A (1971),Platoon (1986),Midnight Run (1988)
3314,1,Terms of Endearment (1983),Conan the Barbarian (1982),Gods Must Be Crazy% The (1980),Heathers (1989),Christmas Story% A (1983),Escape from New York (1981)
3315,1,Face/Off (1997),20 Dates (1998),Nightmare Before Christmas% The (1993),Last of the Mohicans% The (1992),Galaxy Quest (1999),Rumble in the Bronx (1995)
3316,0,Simple Plan% A (1998),Back to the Future (1985),African Queen% The (1951),Saving Private Ryan (1998),Who Framed Roger Rabbit? (1988),Pulp Fiction (1994)
3317,0,Clockwork Orange% A (1971),Strange Days (1995),Brazil (1985),Tank Girl (1995),Alien: Resurrection (1997),Mimic (1997)
3318,0,Big Sleep% The (1946),Third Man% The (1949),Double Indemnity (1944),Bonnie and Clyde (1967),Vertigo (1958),Cape Fear (1962)
3319,0,Paper Chase% The (1973),Barry Lyndon (1975),Walkabout (1971),Soldier's Story% A (1984),Fanny and Alexander (1982),Great Santini% The (1979)
